#    L    TT             EE             BB             TE          
  7528    0.12685E+00    0.16780E-02    0.10555E-02   -0.21086E-02
  7529    0.12666E+00    0.16771E-02    0.10550E-02   -0.21094E-02
  7530    0.12644E+00    0.16763E-02    0.10545E-02   -0.21106E-02
  7531    0.12620E+00    0.16754E-02    0.10540E-02   -0.21122E-02
  7532    0.12594E+00    0.16746E-02    0.10535E-02   -0.21140E-02
  7533    0.12566E+00    0.16737E-02    0.10530E-02   -0.21161E-02
  7534    0.12535E+00    0.16729E-02    0.10525E-02   -0.21185E-02
  7535    0.12504E+00    0.16721E-02    0.10520E-02   -0.21210E-02
  7536    0.12470E+00    0.16712E-02    0.10515E-02   -0.21237E-02
  7537    0.12436E+00    0.16704E-02    0.10509E-02   -0.21266E-02
  7538    0.12401E+00    0.16696E-02    0.10504E-02   -0.21295E-02
  7539    0.12366E+00    0.16688E-02    0.10499E-02   -0.21325E-02
  7540    0.12330E+00    0.16679E-02    0.10494E-02   -0.21355E-02
  7541    0.12294E+00    0.16671E-02    0.10489E-02   -0.21385E-02
  7542    0.12259E+00    0.16663E-02    0.10484E-02   -0.21414E-02
  7543    0.12224E+00    0.16655E-02    0.10479E-02   -0.21442E-02
  7544    0.12191E+00    0.16646E-02    0.10474E-02   -0.21468E-02
  7545    0.12158E+00    0.16638E-02    0.10469E-02   -0.21493E-02
  7546    0.12127E+00    0.16630E-02    0.10464E-02   -0.21516E-02
  7547    0.12097E+00    0.16621E-02    0.10459E-02   -0.21536E-02
  7548    0.12069E+00    0.16613E-02    0.10454E-02   -0.21553E-02
  7549    0.12044E+00    0.16604E-02    0.10449E-02   -0.21567E-02
  7550    0.12020E+00    0.16596E-02    0.10444E-02   -0.21578E-02
  7551    0.12000E+00    0.16587E-02    0.10439E-02   -0.21586E-02
  7552    0.11981E+00    0.16579E-02    0.10434E-02   -0.21589E-02
  7553    0.11965E+00    0.16570E-02    0.10429E-02   -0.21589E-02
  7554    0.11952E+00    0.16561E-02    0.10424E-02   -0.21585E-02
  7555    0.11942E+00    0.16552E-02    0.10419E-02   -0.21577E-02
  7556    0.11935E+00    0.16543E-02    0.10414E-02   -0.21565E-02
  7557    0.11931E+00    0.16534E-02    0.10409E-02   -0.21549E-02
  7558    0.11929E+00    0.16525E-02    0.10404E-02   -0.21529E-02
  7559    0.11930E+00    0.16516E-02    0.10399E-02   -0.21505E-02
  7560    0.11934E+00    0.16506E-02    0.10394E-02   -0.21478E-02
  7561    0.11940E+00    0.16497E-02    0.10389E-02   -0.21446E-02
  7562    0.11949E+00    0.16488E-02    0.10384E-02   -0.21412E-02
  7563    0.11960E+00    0.16478E-02    0.10379E-02   -0.21374E-02
  7564    0.11974E+00    0.16469E-02    0.10374E-02   -0.21333E-02
  7565    0.11989E+00    0.16459E-02    0.10369E-02   -0.21290E-02
  7566    0.12006E+00    0.16449E-02    0.10364E-02   -0.21245E-02
  7567    0.12025E+00    0.16440E-02    0.10360E-02   -0.21197E-02
  7568    0.12044E+00    0.16430E-02    0.10355E-02   -0.21148E-02
  7569    0.12065E+00    0.16420E-02    0.10350E-02   -0.21098E-02
  7570    0.12087E+00    0.16411E-02    0.10345E-02   -0.21047E-02
  7571    0.12109E+00    0.16401E-02    0.10340E-02   -0.20995E-02
  7572    0.12131E+00    0.16391E-02    0.10335E-02   -0.20943E-02
  7573    0.12153E+00    0.16382E-02    0.10330E-02   -0.20892E-02
  7574    0.12175E+00    0.16372E-02    0.10325E-02   -0.20841E-02
  7575    0.12196E+00    0.16362E-02    0.10321E-02   -0.20791E-02
  7576    0.12216E+00    0.16353E-02    0.10316E-02   -0.20743E-02
  7577    0.12235E+00    0.16343E-02    0.10311E-02   -0.20697E-02
  7578    0.12253E+00    0.16334E-02    0.10306E-02   -0.20652E-02
  7579    0.12269E+00    0.16324E-02    0.10301E-02   -0.20610E-02
  7580    0.12284E+00    0.16315E-02    0.10296E-02   -0.20571E-02
  7581    0.12296E+00    0.16306E-02    0.10291E-02   -0.20535E-02
  7582    0.12306E+00    0.16296E-02    0.10287E-02   -0.20502E-02
  7583    0.12314E+00    0.16287E-02    0.10282E-02   -0.20473E-02
  7584    0.12320E+00    0.16278E-02    0.10277E-02   -0.20447E-02
  7585    0.12323E+00    0.16269E-02    0.10272E-02   -0.20424E-02
  7586    0.12323E+00    0.16260E-02    0.10267E-02   -0.20406E-02
  7587    0.12321E+00    0.16251E-02    0.10262E-02   -0.20391E-02
  7588    0.12315E+00    0.16243E-02    0.10257E-02   -0.20381E-02
  7589    0.12308E+00    0.16234E-02    0.10252E-02   -0.20374E-02
  7590    0.12297E+00    0.16225E-02    0.10248E-02   -0.20371E-02
  7591    0.12284E+00    0.16217E-02    0.10243E-02   -0.20372E-02
  7592    0.12268E+00    0.16208E-02    0.10238E-02   -0.20376E-02
  7593    0.12250E+00    0.16200E-02    0.10233E-02   -0.20384E-02
  7594    0.12230E+00    0.16192E-02    0.10228E-02   -0.20395E-02
  7595    0.12207E+00    0.16183E-02    0.10223E-02   -0.20410E-02
  7596    0.12182E+00    0.16175E-02    0.10218E-02   -0.20427E-02
  7597    0.12156E+00    0.16167E-02    0.10213E-02   -0.20446E-02
  7598    0.12128E+00    0.16159E-02    0.10208E-02   -0.20468E-02
  7599    0.12099E+00    0.16151E-02    0.10203E-02   -0.20491E-02
  7600    0.12068E+00    0.16143E-02    0.10198E-02   -0.20516E-02
  7601    0.12036E+00    0.16135E-02    0.10193E-02   -0.20542E-02
  7602    0.12004E+00    0.16127E-02    0.10189E-02   -0.20569E-02
  7603    0.11972E+00    0.16119E-02    0.10184E-02   -0.20596E-02
  7604    0.11939E+00    0.16111E-02    0.10179E-02   -0.20623E-02
  7605    0.11907E+00    0.16103E-02    0.10174E-02   -0.20650E-02
  7606    0.11874E+00    0.16095E-02    0.10169E-02   -0.20676E-02
  7607    0.11843E+00    0.16087E-02    0.10164E-02   -0.20701E-02
  7608    0.11812E+00    0.16079E-02    0.10159E-02   -0.20725E-02
  7609    0.11783E+00    0.16071E-02    0.10154E-02   -0.20747E-02
  7610    0.11755E+00    0.16063E-02    0.10149E-02   -0.20766E-02
  7611    0.11729E+00    0.16054E-02    0.10144E-02   -0.20784E-02
  7612    0.11704E+00    0.16046E-02    0.10139E-02   -0.20798E-02
  7613    0.11681E+00    0.16038E-02    0.10135E-02   -0.20810E-02
  7614    0.11661E+00    0.16030E-02    0.10130E-02   -0.20818E-02
  7615    0.11643E+00    0.16021E-02    0.10125E-02   -0.20823E-02
  7616    0.11627E+00    0.16013E-02    0.10120E-02   -0.20825E-02
  7617    0.11613E+00    0.16004E-02    0.10115E-02   -0.20822E-02
  7618    0.11602E+00    0.15996E-02    0.10110E-02   -0.20817E-02
  7619    0.11594E+00    0.15987E-02    0.10105E-02   -0.20807E-02
  7620    0.11589E+00    0.15978E-02    0.10101E-02   -0.20793E-02
  7621    0.11586E+00    0.15969E-02    0.10096E-02   -0.20776E-02
  7622    0.11585E+00    0.15960E-02    0.10091E-02   -0.20755E-02
  7623    0.11587E+00    0.15951E-02    0.10086E-02   -0.20731E-02
  7624    0.11592E+00    0.15942E-02    0.10081E-02   -0.20703E-02
  7625    0.11599E+00    0.15933E-02    0.10076E-02   -0.20671E-02
  7626    0.11608E+00    0.15924E-02    0.10072E-02   -0.20637E-02
  7627    0.11619E+00    0.15915E-02    0.10067E-02   -0.20599E-02
  7628    0.11632E+00    0.15906E-02    0.10062E-02   -0.20560E-02
  7629    0.11646E+00    0.15896E-02    0.10057E-02   -0.20517E-02
  7630    0.11663E+00    0.15887E-02    0.10053E-02   -0.20473E-02
  7631    0.11680E+00    0.15878E-02    0.10048E-02   -0.20427E-02
  7632    0.11698E+00    0.15868E-02    0.10043E-02   -0.20379E-02
  7633    0.11718E+00    0.15859E-02    0.10038E-02   -0.20331E-02
  7634    0.11738E+00    0.15850E-02    0.10034E-02   -0.20282E-02
  7635    0.11758E+00    0.15840E-02    0.10029E-02   -0.20232E-02
  7636    0.11778E+00    0.15831E-02    0.10024E-02   -0.20183E-02
  7637    0.11798E+00    0.15822E-02    0.10019E-02   -0.20134E-02
  7638    0.11817E+00    0.15812E-02    0.10015E-02   -0.20086E-02
  7639    0.11836E+00    0.15803E-02    0.10010E-02   -0.20039E-02
  7640    0.11853E+00    0.15794E-02    0.10005E-02   -0.19994E-02
  7641    0.11870E+00    0.15784E-02    0.10000E-02   -0.19950E-02
  7642    0.11885E+00    0.15775E-02    0.99956E-03   -0.19909E-02
  7643    0.11898E+00    0.15766E-02    0.99908E-03   -0.19870E-02
  7644    0.11910E+00    0.15757E-02    0.99861E-03   -0.19834E-02
  7645    0.11920E+00    0.15748E-02    0.99813E-03   -0.19801E-02
  7646    0.11927E+00    0.15739E-02    0.99766E-03   -0.19771E-02
  7647    0.11933E+00    0.15730E-02    0.99718E-03   -0.19744E-02
  7648    0.11936E+00    0.15721E-02    0.99671E-03   -0.19721E-02
  7649    0.11936E+00    0.15713E-02    0.99623E-03   -0.19702E-02
  7650    0.11934E+00    0.15704E-02    0.99575E-03   -0.19686E-02
  7651    0.11930E+00    0.15695E-02    0.99528E-03   -0.19674E-02
  7652    0.11923E+00    0.15687E-02    0.99480E-03   -0.19665E-02
  7653    0.11913E+00    0.15678E-02    0.99432E-03   -0.19661E-02
  7654    0.11901E+00    0.15670E-02    0.99385E-03   -0.19660E-02
  7655    0.11887E+00    0.15662E-02    0.99337E-03   -0.19662E-02
  7656    0.11870E+00    0.15654E-02    0.99289E-03   -0.19668E-02
  7657    0.11851E+00    0.15646E-02    0.99241E-03   -0.19677E-02
  7658    0.11830E+00    0.15638E-02    0.99193E-03   -0.19690E-02
  7659    0.11807E+00    0.15630E-02    0.99145E-03   -0.19704E-02
  7660    0.11782E+00    0.15622E-02    0.99097E-03   -0.19722E-02
  7661    0.11756E+00    0.15614E-02    0.99050E-03   -0.19741E-02
  7662    0.11728E+00    0.15606E-02    0.99002E-03   -0.19763E-02
  7663    0.11699E+00    0.15598E-02    0.98954E-03   -0.19786E-02
  7664    0.11670E+00    0.15590E-02    0.98906E-03   -0.19810E-02
  7665    0.11639E+00    0.15582E-02    0.98858E-03   -0.19836E-02
  7666    0.11609E+00    0.15575E-02    0.98810E-03   -0.19861E-02
  7667    0.11578E+00    0.15567E-02    0.98762E-03   -0.19887E-02
  7668    0.11547E+00    0.15559E-02    0.98714E-03   -0.19913E-02
  7669    0.11516E+00    0.15551E-02    0.98666E-03   -0.19938E-02
  7670    0.11487E+00    0.15544E-02    0.98618E-03   -0.19962E-02
  7671    0.11458E+00    0.15536E-02    0.98571E-03   -0.19985E-02
  7672    0.11430E+00    0.15528E-02    0.98523E-03   -0.20007E-02
  7673    0.11403E+00    0.15520E-02    0.98475E-03   -0.20026E-02
  7674    0.11378E+00    0.15512E-02    0.98428E-03   -0.20043E-02
  7675    0.11354E+00    0.15504E-02    0.98380E-03   -0.20057E-02
  7676    0.11333E+00    0.15496E-02    0.98332E-03   -0.20069E-02
  7677    0.11313E+00    0.15488E-02    0.98285E-03   -0.20078E-02
  7678    0.11296E+00    0.15480E-02    0.98237E-03   -0.20083E-02
  7679    0.11281E+00    0.15472E-02    0.98190E-03   -0.20086E-02
  7680    0.11268E+00    0.15464E-02    0.98143E-03   -0.20084E-02
  7681    0.11258E+00    0.15455E-02    0.98096E-03   -0.20079E-02
  7682    0.11250E+00    0.15447E-02    0.98048E-03   -0.20070E-02
  7683    0.11245E+00    0.15438E-02    0.98001E-03   -0.20058E-02
  7684    0.11242E+00    0.15430E-02    0.97954E-03   -0.20042E-02
  7685    0.11242E+00    0.15421E-02    0.97907E-03   -0.20022E-02
  7686    0.11244E+00    0.15412E-02    0.97861E-03   -0.19999E-02
  7687    0.11249E+00    0.15404E-02    0.97814E-03   -0.19972E-02
  7688    0.11256E+00    0.15395E-02    0.97767E-03   -0.19942E-02
  7689    0.11265E+00    0.15386E-02    0.97720E-03   -0.19908E-02
  7690    0.11276E+00    0.15377E-02    0.97674E-03   -0.19872E-02
  7691    0.11288E+00    0.15368E-02    0.97627E-03   -0.19833E-02
  7692    0.11303E+00    0.15359E-02    0.97581E-03   -0.19792E-02
  7693    0.11319E+00    0.15350E-02    0.97534E-03   -0.19749E-02
  7694    0.11336E+00    0.15341E-02    0.97488E-03   -0.19704E-02
  7695    0.11354E+00    0.15332E-02    0.97441E-03   -0.19657E-02
  7696    0.11373E+00    0.15322E-02    0.97395E-03   -0.19609E-02
  7697    0.11392E+00    0.15313E-02    0.97348E-03   -0.19561E-02
  7698    0.11412E+00    0.15304E-02    0.97302E-03   -0.19512E-02
  7699    0.11432E+00    0.15295E-02    0.97256E-03   -0.19463E-02
  7700    0.11451E+00    0.15286E-02    0.97210E-03   -0.19415E-02
  7701    0.11470E+00    0.15277E-02    0.97163E-03   -0.19367E-02
  7702    0.11489E+00    0.15268E-02    0.97117E-03   -0.19320E-02
  7703    0.11506E+00    0.15258E-02    0.97071E-03   -0.19275E-02
  7704    0.11522E+00    0.15249E-02    0.97024E-03   -0.19231E-02
  7705    0.11537E+00    0.15240E-02    0.96978E-03   -0.19190E-02
  7706    0.11550E+00    0.15231E-02    0.96932E-03   -0.19151E-02
  7707    0.11562E+00    0.15223E-02    0.96885E-03   -0.19114E-02
  7708    0.11571E+00    0.15214E-02    0.96839E-03   -0.19081E-02
  7709    0.11578E+00    0.15205E-02    0.96792E-03   -0.19050E-02
  7710    0.11583E+00    0.15196E-02    0.96746E-03   -0.19023E-02
  7711    0.11586E+00    0.15188E-02    0.96699E-03   -0.18999E-02
  7712    0.11587E+00    0.15179E-02    0.96653E-03   -0.18979E-02
  7713    0.11584E+00    0.15171E-02    0.96606E-03   -0.18963E-02
  7714    0.11580E+00    0.15162E-02    0.96560E-03   -0.18950E-02
  7715    0.11572E+00    0.15154E-02    0.96513E-03   -0.18941E-02
  7716    0.11563E+00    0.15146E-02    0.96467E-03   -0.18936E-02
  7717    0.11550E+00    0.15138E-02    0.96420E-03   -0.18935E-02
  7718    0.11536E+00    0.15130E-02    0.96373E-03   -0.18937E-02
  7719    0.11519E+00    0.15122E-02    0.96326E-03   -0.18942E-02
  7720    0.11499E+00    0.15114E-02    0.96280E-03   -0.18951E-02
  7721    0.11478E+00    0.15106E-02    0.96233E-03   -0.18963E-02
  7722    0.11455E+00    0.15098E-02    0.96186E-03   -0.18977E-02
  7723    0.11430E+00    0.15090E-02    0.96139E-03   -0.18995E-02
  7724    0.11403E+00    0.15083E-02    0.96092E-03   -0.19014E-02
  7725    0.11376E+00    0.15075E-02    0.96046E-03   -0.19036E-02
  7726    0.11347E+00    0.15068E-02    0.95999E-03   -0.19059E-02
  7727    0.11317E+00    0.15060E-02    0.95952E-03   -0.19084E-02
  7728    0.11286E+00    0.15052E-02    0.95905E-03   -0.19110E-02
  7729    0.11255E+00    0.15045E-02    0.95858E-03   -0.19136E-02
  7730    0.11224E+00    0.15037E-02    0.95811E-03   -0.19163E-02
  7731    0.11193E+00    0.15030E-02    0.95765E-03   -0.19190E-02
  7732    0.11162E+00    0.15022E-02    0.95718E-03   -0.19216E-02
  7733    0.11132E+00    0.15015E-02    0.95671E-03   -0.19241E-02
  7734    0.11103E+00    0.15007E-02    0.95625E-03   -0.19265E-02
  7735    0.11075E+00    0.15000E-02    0.95578E-03   -0.19287E-02
  7736    0.11048E+00    0.14992E-02    0.95531E-03   -0.19308E-02
  7737    0.11023E+00    0.14984E-02    0.95485E-03   -0.19326E-02
  7738    0.10999E+00    0.14977E-02    0.95438E-03   -0.19342E-02
  7739    0.10978E+00    0.14969E-02    0.95392E-03   -0.19355E-02
  7740    0.10958E+00    0.14961E-02    0.95346E-03   -0.19365E-02
  7741    0.10941E+00    0.14953E-02    0.95300E-03   -0.19372E-02
  7742    0.10926E+00    0.14945E-02    0.95253E-03   -0.19376E-02
  7743    0.10913E+00    0.14937E-02    0.95207E-03   -0.19376E-02
  7744    0.10904E+00    0.14929E-02    0.95161E-03   -0.19372E-02
  7745    0.10896E+00    0.14921E-02    0.95115E-03   -0.19364E-02
  7746    0.10891E+00    0.14913E-02    0.95069E-03   -0.19353E-02
  7747    0.10889E+00    0.14904E-02    0.95024E-03   -0.19338E-02
  7748    0.10890E+00    0.14896E-02    0.94978E-03   -0.19319E-02
  7749    0.10893E+00    0.14887E-02    0.94932E-03   -0.19296E-02
  7750    0.10898E+00    0.14879E-02    0.94886E-03   -0.19270E-02
  7751    0.10906E+00    0.14870E-02    0.94841E-03   -0.19240E-02
  7752    0.10916E+00    0.14862E-02    0.94795E-03   -0.19207E-02
  7753    0.10928E+00    0.14853E-02    0.94750E-03   -0.19171E-02
  7754    0.10942E+00    0.14844E-02    0.94705E-03   -0.19132E-02
  7755    0.10958E+00    0.14835E-02    0.94659E-03   -0.19091E-02
  7756    0.10975E+00    0.14826E-02    0.94614E-03   -0.19047E-02
  7757    0.10994E+00    0.14817E-02    0.94569E-03   -0.19001E-02
  7758    0.11013E+00    0.14809E-02    0.94523E-03   -0.18954E-02
  7759    0.11034E+00    0.14800E-02    0.94478E-03   -0.18905E-02
  7760    0.11055E+00    0.14791E-02    0.94433E-03   -0.18855E-02
  7761    0.11076E+00    0.14782E-02    0.94388E-03   -0.18805E-02
  7762    0.11097E+00    0.14773E-02    0.94343E-03   -0.18755E-02
  7763    0.11119E+00    0.14764E-02    0.94297E-03   -0.18705E-02
  7764    0.11139E+00    0.14755E-02    0.94252E-03   -0.18655E-02
  7765    0.11159E+00    0.14746E-02    0.94207E-03   -0.18607E-02
  7766    0.11178E+00    0.14737E-02    0.94162E-03   -0.18560E-02
  7767    0.11196E+00    0.14728E-02    0.94117E-03   -0.18514E-02
  7768    0.11213E+00    0.14719E-02    0.94071E-03   -0.18471E-02
  7769    0.11227E+00    0.14710E-02    0.94026E-03   -0.18430E-02
  7770    0.11240E+00    0.14702E-02    0.93981E-03   -0.18391E-02
  7771    0.11251E+00    0.14693E-02    0.93936E-03   -0.18356E-02
  7772    0.11260E+00    0.14685E-02    0.93890E-03   -0.18324E-02
  7773    0.11266E+00    0.14676E-02    0.93845E-03   -0.18295E-02
  7774    0.11269E+00    0.14668E-02    0.93799E-03   -0.18269E-02
  7775    0.11271E+00    0.14659E-02    0.93754E-03   -0.18248E-02
  7776    0.11269E+00    0.14651E-02    0.93708E-03   -0.18230E-02
  7777    0.11265E+00    0.14643E-02    0.93663E-03   -0.18216E-02
  7778    0.11258E+00    0.14635E-02    0.93617E-03   -0.18206E-02
  7779    0.11249E+00    0.14627E-02    0.93571E-03   -0.18199E-02
  7780    0.11236E+00    0.14619E-02    0.93526E-03   -0.18197E-02
  7781    0.11221E+00    0.14611E-02    0.93480E-03   -0.18199E-02
  7782    0.11204E+00    0.14603E-02    0.93434E-03   -0.18204E-02
  7783    0.11184E+00    0.14595E-02    0.93388E-03   -0.18213E-02
  7784    0.11162E+00    0.14588E-02    0.93342E-03   -0.18225E-02
  7785    0.11138E+00    0.14580E-02    0.93296E-03   -0.18240E-02
  7786    0.11112E+00    0.14573E-02    0.93251E-03   -0.18258E-02
  7787    0.11084E+00    0.14565E-02    0.93205E-03   -0.18279E-02
  7788    0.11055E+00    0.14558E-02    0.93159E-03   -0.18302E-02
  7789    0.11024E+00    0.14550E-02    0.93113E-03   -0.18327E-02
  7790    0.10993E+00    0.14543E-02    0.93067E-03   -0.18354E-02
  7791    0.10960E+00    0.14536E-02    0.93021E-03   -0.18382E-02
  7792    0.10927E+00    0.14529E-02    0.92975E-03   -0.18410E-02
  7793    0.10894E+00    0.14521E-02    0.92929E-03   -0.18440E-02
  7794    0.10861E+00    0.14514E-02    0.92883E-03   -0.18469E-02
  7795    0.10828E+00    0.14507E-02    0.92837E-03   -0.18498E-02
  7796    0.10796E+00    0.14500E-02    0.92792E-03   -0.18526E-02
  7797    0.10764E+00    0.14492E-02    0.92746E-03   -0.18554E-02
  7798    0.10734E+00    0.14485E-02    0.92700E-03   -0.18580E-02
  7799    0.10705E+00    0.14478E-02    0.92655E-03   -0.18604E-02
  7800    0.10677E+00    0.14470E-02    0.92609E-03   -0.18625E-02
  7801    0.10652E+00    0.14463E-02    0.92564E-03   -0.18645E-02
  7802    0.10628E+00    0.14455E-02    0.92518E-03   -0.18662E-02
  7803    0.10607E+00    0.14448E-02    0.92473E-03   -0.18675E-02
  7804    0.10588E+00    0.14440E-02    0.92428E-03   -0.18685E-02
  7805    0.10571E+00    0.14433E-02    0.92382E-03   -0.18692E-02
  7806    0.10557E+00    0.14425E-02    0.92337E-03   -0.18695E-02
  7807    0.10546E+00    0.14417E-02    0.92292E-03   -0.18695E-02
  7808    0.10537E+00    0.14409E-02    0.92247E-03   -0.18690E-02
  7809    0.10532E+00    0.14401E-02    0.92202E-03   -0.18681E-02
  7810    0.10529E+00    0.14393E-02    0.92158E-03   -0.18668E-02
  7811    0.10529E+00    0.14385E-02    0.92113E-03   -0.18652E-02
  7812    0.10532E+00    0.14377E-02    0.92068E-03   -0.18631E-02
  7813    0.10537E+00    0.14369E-02    0.92024E-03   -0.18606E-02
  7814    0.10545E+00    0.14360E-02    0.91979E-03   -0.18577E-02
  7815    0.10556E+00    0.14352E-02    0.91935E-03   -0.18545E-02
  7816    0.10569E+00    0.14343E-02    0.91891E-03   -0.18510E-02
  7817    0.10584E+00    0.14335E-02    0.91846E-03   -0.18471E-02
  7818    0.10601E+00    0.14326E-02    0.91802E-03   -0.18429E-02
  7819    0.10620E+00    0.14318E-02    0.91758E-03   -0.18385E-02
  7820    0.10641E+00    0.14309E-02    0.91714E-03   -0.18338E-02
  7821    0.10663E+00    0.14300E-02    0.91670E-03   -0.18289E-02
  7822    0.10686E+00    0.14292E-02    0.91625E-03   -0.18239E-02
