#    L    TT             EE             BB             TE          
  7151    0.15038E+00    0.20562E-02    0.12620E-02   -0.25969E-02
  7152    0.15001E+00    0.20552E-02    0.12614E-02   -0.25998E-02
  7153    0.14964E+00    0.20542E-02    0.12608E-02   -0.26027E-02
  7154    0.14928E+00    0.20531E-02    0.12602E-02   -0.26055E-02
  7155    0.14892E+00    0.20521E-02    0.12596E-02   -0.26083E-02
  7156    0.14856E+00    0.20511E-02    0.12590E-02   -0.26109E-02
  7157    0.14823E+00    0.20500E-02    0.12584E-02   -0.26134E-02
  7158    0.14790E+00    0.20490E-02    0.12578E-02   -0.26157E-02
  7159    0.14759E+00    0.20480E-02    0.12572E-02   -0.26178E-02
  7160    0.14730E+00    0.20469E-02    0.12566E-02   -0.26197E-02
  7161    0.14703E+00    0.20459E-02    0.12560E-02   -0.26212E-02
  7162    0.14679E+00    0.20448E-02    0.12554E-02   -0.26225E-02
  7163    0.14657E+00    0.20437E-02    0.12548E-02   -0.26234E-02
  7164    0.14637E+00    0.20427E-02    0.12542E-02   -0.26240E-02
  7165    0.14620E+00    0.20416E-02    0.12536E-02   -0.26242E-02
  7166    0.14606E+00    0.20405E-02    0.12530E-02   -0.26240E-02
  7167    0.14595E+00    0.20394E-02    0.12524E-02   -0.26234E-02
  7168    0.14587E+00    0.20383E-02    0.12518E-02   -0.26224E-02
  7169    0.14582E+00    0.20372E-02    0.12512E-02   -0.26210E-02
  7170    0.14580E+00    0.20361E-02    0.12506E-02   -0.26192E-02
  7171    0.14580E+00    0.20350E-02    0.12500E-02   -0.26169E-02
  7172    0.14584E+00    0.20339E-02    0.12494E-02   -0.26143E-02
  7173    0.14590E+00    0.20327E-02    0.12488E-02   -0.26113E-02
  7174    0.14598E+00    0.20316E-02    0.12483E-02   -0.26079E-02
  7175    0.14610E+00    0.20305E-02    0.12477E-02   -0.26042E-02
  7176    0.14623E+00    0.20293E-02    0.12471E-02   -0.26002E-02
  7177    0.14639E+00    0.20282E-02    0.12465E-02   -0.25958E-02
  7178    0.14656E+00    0.20270E-02    0.12459E-02   -0.25912E-02
  7179    0.14675E+00    0.20258E-02    0.12453E-02   -0.25863E-02
  7180    0.14695E+00    0.20247E-02    0.12447E-02   -0.25812E-02
  7181    0.14717E+00    0.20235E-02    0.12442E-02   -0.25760E-02
  7182    0.14739E+00    0.20223E-02    0.12436E-02   -0.25706E-02
  7183    0.14762E+00    0.20211E-02    0.12430E-02   -0.25652E-02
  7184    0.14785E+00    0.20200E-02    0.12424E-02   -0.25597E-02
  7185    0.14808E+00    0.20188E-02    0.12418E-02   -0.25541E-02
  7186    0.14831E+00    0.20176E-02    0.12413E-02   -0.25486E-02
  7187    0.14854E+00    0.20164E-02    0.12407E-02   -0.25432E-02
  7188    0.14875E+00    0.20153E-02    0.12401E-02   -0.25379E-02
  7189    0.14895E+00    0.20141E-02    0.12395E-02   -0.25327E-02
  7190    0.14914E+00    0.20129E-02    0.12389E-02   -0.25277E-02
  7191    0.14931E+00    0.20118E-02    0.12384E-02   -0.25230E-02
  7192    0.14946E+00    0.20106E-02    0.12378E-02   -0.25185E-02
  7193    0.14959E+00    0.20095E-02    0.12372E-02   -0.25143E-02
  7194    0.14969E+00    0.20084E-02    0.12366E-02   -0.25104E-02
  7195    0.14977E+00    0.20072E-02    0.12360E-02   -0.25068E-02
  7196    0.14982E+00    0.20061E-02    0.12354E-02   -0.25036E-02
  7197    0.14985E+00    0.20050E-02    0.12349E-02   -0.25008E-02
  7198    0.14984E+00    0.20039E-02    0.12343E-02   -0.24985E-02
  7199    0.14981E+00    0.20028E-02    0.12337E-02   -0.24965E-02
  7200    0.14974E+00    0.20017E-02    0.12331E-02   -0.24949E-02
  7201    0.14964E+00    0.20006E-02    0.12325E-02   -0.24938E-02
  7202    0.14951E+00    0.19996E-02    0.12319E-02   -0.24931E-02
  7203    0.14936E+00    0.19985E-02    0.12313E-02   -0.24928E-02
  7204    0.14917E+00    0.19974E-02    0.12307E-02   -0.24930E-02
  7205    0.14895E+00    0.19964E-02    0.12302E-02   -0.24935E-02
  7206    0.14871E+00    0.19954E-02    0.12296E-02   -0.24945E-02
  7207    0.14844E+00    0.19943E-02    0.12290E-02   -0.24958E-02
  7208    0.14814E+00    0.19933E-02    0.12284E-02   -0.24974E-02
  7209    0.14783E+00    0.19923E-02    0.12278E-02   -0.24994E-02
  7210    0.14749E+00    0.19913E-02    0.12272E-02   -0.25016E-02
  7211    0.14714E+00    0.19903E-02    0.12266E-02   -0.25042E-02
  7212    0.14677E+00    0.19893E-02    0.12260E-02   -0.25069E-02
  7213    0.14638E+00    0.19883E-02    0.12254E-02   -0.25098E-02
  7214    0.14599E+00    0.19873E-02    0.12249E-02   -0.25129E-02
  7215    0.14560E+00    0.19864E-02    0.12243E-02   -0.25160E-02
  7216    0.14519E+00    0.19854E-02    0.12237E-02   -0.25193E-02
  7217    0.14479E+00    0.19844E-02    0.12231E-02   -0.25225E-02
  7218    0.14439E+00    0.19834E-02    0.12225E-02   -0.25257E-02
  7219    0.14400E+00    0.19824E-02    0.12219E-02   -0.25289E-02
  7220    0.14362E+00    0.19815E-02    0.12213E-02   -0.25320E-02
  7221    0.14324E+00    0.19805E-02    0.12207E-02   -0.25349E-02
  7222    0.14288E+00    0.19795E-02    0.12201E-02   -0.25376E-02
  7223    0.14254E+00    0.19785E-02    0.12196E-02   -0.25401E-02
  7224    0.14222E+00    0.19775E-02    0.12190E-02   -0.25424E-02
  7225    0.14192E+00    0.19765E-02    0.12184E-02   -0.25443E-02
  7226    0.14165E+00    0.19755E-02    0.12178E-02   -0.25460E-02
  7227    0.14140E+00    0.19745E-02    0.12172E-02   -0.25472E-02
  7228    0.14118E+00    0.19735E-02    0.12167E-02   -0.25481E-02
  7229    0.14099E+00    0.19724E-02    0.12161E-02   -0.25487E-02
  7230    0.14082E+00    0.19714E-02    0.12155E-02   -0.25488E-02
  7231    0.14069E+00    0.19704E-02    0.12149E-02   -0.25484E-02
  7232    0.14060E+00    0.19693E-02    0.12144E-02   -0.25477E-02
  7233    0.14053E+00    0.19683E-02    0.12138E-02   -0.25465E-02
  7234    0.14050E+00    0.19672E-02    0.12132E-02   -0.25448E-02
  7235    0.14050E+00    0.19661E-02    0.12126E-02   -0.25427E-02
  7236    0.14053E+00    0.19650E-02    0.12121E-02   -0.25402E-02
  7237    0.14059E+00    0.19640E-02    0.12115E-02   -0.25373E-02
  7238    0.14068E+00    0.19629E-02    0.12109E-02   -0.25339E-02
  7239    0.14080E+00    0.19618E-02    0.12104E-02   -0.25302E-02
  7240    0.14094E+00    0.19606E-02    0.12098E-02   -0.25261E-02
  7241    0.14111E+00    0.19595E-02    0.12092E-02   -0.25217E-02
  7242    0.14130E+00    0.19584E-02    0.12087E-02   -0.25170E-02
  7243    0.14151E+00    0.19573E-02    0.12081E-02   -0.25120E-02
  7244    0.14173E+00    0.19562E-02    0.12075E-02   -0.25068E-02
  7245    0.14197E+00    0.19550E-02    0.12070E-02   -0.25013E-02
  7246    0.14222E+00    0.19539E-02    0.12064E-02   -0.24957E-02
  7247    0.14248E+00    0.19528E-02    0.12058E-02   -0.24900E-02
  7248    0.14274E+00    0.19516E-02    0.12053E-02   -0.24842E-02
  7249    0.14301E+00    0.19505E-02    0.12047E-02   -0.24784E-02
  7250    0.14327E+00    0.19493E-02    0.12042E-02   -0.24726E-02
  7251    0.14353E+00    0.19482E-02    0.12036E-02   -0.24668E-02
  7252    0.14378E+00    0.19471E-02    0.12030E-02   -0.24611E-02
  7253    0.14402E+00    0.19459E-02    0.12025E-02   -0.24556E-02
  7254    0.14425E+00    0.19448E-02    0.12019E-02   -0.24502E-02
  7255    0.14446E+00    0.19437E-02    0.12014E-02   -0.24451E-02
  7256    0.14465E+00    0.19426E-02    0.12008E-02   -0.24402E-02
  7257    0.14482E+00    0.19415E-02    0.12002E-02   -0.24356E-02
  7258    0.14497E+00    0.19404E-02    0.11997E-02   -0.24314E-02
  7259    0.14509E+00    0.19393E-02    0.11991E-02   -0.24275E-02
  7260    0.14518E+00    0.19382E-02    0.11985E-02   -0.24239E-02
  7261    0.14524E+00    0.19371E-02    0.11980E-02   -0.24208E-02
  7262    0.14527E+00    0.19360E-02    0.11974E-02   -0.24181E-02
  7263    0.14526E+00    0.19350E-02    0.11968E-02   -0.24158E-02
  7264    0.14523E+00    0.19339E-02    0.11963E-02   -0.24140E-02
  7265    0.14516E+00    0.19329E-02    0.11957E-02   -0.24126E-02
  7266    0.14506E+00    0.19318E-02    0.11951E-02   -0.24117E-02
  7267    0.14492E+00    0.19308E-02    0.11946E-02   -0.24112E-02
  7268    0.14476E+00    0.19298E-02    0.11940E-02   -0.24112E-02
  7269    0.14456E+00    0.19288E-02    0.11934E-02   -0.24116E-02
  7270    0.14433E+00    0.19278E-02    0.11929E-02   -0.24124E-02
  7271    0.14407E+00    0.19268E-02    0.11923E-02   -0.24136E-02
  7272    0.14378E+00    0.19258E-02    0.11917E-02   -0.24152E-02
  7273    0.14347E+00    0.19249E-02    0.11911E-02   -0.24172E-02
  7274    0.14313E+00    0.19239E-02    0.11906E-02   -0.24195E-02
  7275    0.14278E+00    0.19229E-02    0.11900E-02   -0.24220E-02
  7276    0.14240E+00    0.19220E-02    0.11894E-02   -0.24249E-02
  7277    0.14201E+00    0.19210E-02    0.11889E-02   -0.24279E-02
  7278    0.14161E+00    0.19201E-02    0.11883E-02   -0.24312E-02
  7279    0.14120E+00    0.19192E-02    0.11877E-02   -0.24345E-02
  7280    0.14078E+00    0.19182E-02    0.11871E-02   -0.24380E-02
  7281    0.14036E+00    0.19173E-02    0.11866E-02   -0.24415E-02
  7282    0.13994E+00    0.19163E-02    0.11860E-02   -0.24450E-02
  7283    0.13952E+00    0.19154E-02    0.11854E-02   -0.24485E-02
  7284    0.13911E+00    0.19145E-02    0.11849E-02   -0.24519E-02
  7285    0.13870E+00    0.19135E-02    0.11843E-02   -0.24551E-02
  7286    0.13832E+00    0.19126E-02    0.11837E-02   -0.24582E-02
  7287    0.13794E+00    0.19116E-02    0.11831E-02   -0.24611E-02
  7288    0.13759E+00    0.19107E-02    0.11826E-02   -0.24638E-02
  7289    0.13726E+00    0.19097E-02    0.11820E-02   -0.24661E-02
  7290    0.13695E+00    0.19088E-02    0.11814E-02   -0.24682E-02
  7291    0.13667E+00    0.19078E-02    0.11809E-02   -0.24699E-02
  7292    0.13641E+00    0.19068E-02    0.11803E-02   -0.24712E-02
  7293    0.13619E+00    0.19059E-02    0.11798E-02   -0.24721E-02
  7294    0.13599E+00    0.19049E-02    0.11792E-02   -0.24726E-02
  7295    0.13583E+00    0.19039E-02    0.11786E-02   -0.24726E-02
  7296    0.13570E+00    0.19029E-02    0.11781E-02   -0.24722E-02
  7297    0.13561E+00    0.19019E-02    0.11775E-02   -0.24714E-02
  7298    0.13555E+00    0.19008E-02    0.11770E-02   -0.24701E-02
  7299    0.13553E+00    0.18998E-02    0.11764E-02   -0.24683E-02
  7300    0.13554E+00    0.18988E-02    0.11758E-02   -0.24661E-02
  7301    0.13558E+00    0.18977E-02    0.11753E-02   -0.24634E-02
  7302    0.13565E+00    0.18967E-02    0.11747E-02   -0.24603E-02
  7303    0.13575E+00    0.18956E-02    0.11742E-02   -0.24567E-02
  7304    0.13589E+00    0.18945E-02    0.11736E-02   -0.24528E-02
  7305    0.13605E+00    0.18935E-02    0.11731E-02   -0.24485E-02
  7306    0.13623E+00    0.18924E-02    0.11725E-02   -0.24439E-02
  7307    0.13644E+00    0.18913E-02    0.11720E-02   -0.24390E-02
  7308    0.13667E+00    0.18902E-02    0.11715E-02   -0.24338E-02
  7309    0.13691E+00    0.18891E-02    0.11709E-02   -0.24283E-02
  7310    0.13717E+00    0.18880E-02    0.11704E-02   -0.24227E-02
  7311    0.13744E+00    0.18869E-02    0.11698E-02   -0.24169E-02
  7312    0.13772E+00    0.18858E-02    0.11693E-02   -0.24110E-02
  7313    0.13800E+00    0.18847E-02    0.11687E-02   -0.24050E-02
  7314    0.13829E+00    0.18836E-02    0.11682E-02   -0.23990E-02
  7315    0.13857E+00    0.18825E-02    0.11676E-02   -0.23930E-02
  7316    0.13885E+00    0.18814E-02    0.11671E-02   -0.23871E-02
  7317    0.13912E+00    0.18803E-02    0.11666E-02   -0.23813E-02
  7318    0.13938E+00    0.18792E-02    0.11660E-02   -0.23757E-02
  7319    0.13962E+00    0.18781E-02    0.11655E-02   -0.23703E-02
  7320    0.13985E+00    0.18770E-02    0.11649E-02   -0.23651E-02
  7321    0.14005E+00    0.18760E-02    0.11644E-02   -0.23601E-02
  7322    0.14024E+00    0.18749E-02    0.11638E-02   -0.23555E-02
  7323    0.14039E+00    0.18738E-02    0.11633E-02   -0.23512E-02
  7324    0.14052E+00    0.18728E-02    0.11628E-02   -0.23473E-02
  7325    0.14062E+00    0.18717E-02    0.11622E-02   -0.23438E-02
  7326    0.14069E+00    0.18707E-02    0.11617E-02   -0.23407E-02
  7327    0.14073E+00    0.18696E-02    0.11611E-02   -0.23381E-02
  7328    0.14073E+00    0.18686E-02    0.11606E-02   -0.23359E-02
  7329    0.14070E+00    0.18676E-02    0.11600E-02   -0.23341E-02
  7330    0.14064E+00    0.18666E-02    0.11595E-02   -0.23328E-02
  7331    0.14054E+00    0.18656E-02    0.11589E-02   -0.23320E-02
  7332    0.14041E+00    0.18646E-02    0.11584E-02   -0.23317E-02
  7333    0.14024E+00    0.18637E-02    0.11578E-02   -0.23318E-02
  7334    0.14004E+00    0.18627E-02    0.11573E-02   -0.23323E-02
  7335    0.13981E+00    0.18617E-02    0.11567E-02   -0.23333E-02
  7336    0.13955E+00    0.18608E-02    0.11562E-02   -0.23346E-02
  7337    0.13926E+00    0.18598E-02    0.11556E-02   -0.23364E-02
  7338    0.13895E+00    0.18589E-02    0.11550E-02   -0.23385E-02
  7339    0.13861E+00    0.18580E-02    0.11545E-02   -0.23409E-02
  7340    0.13825E+00    0.18571E-02    0.11539E-02   -0.23437E-02
  7341    0.13787E+00    0.18561E-02    0.11534E-02   -0.23466E-02
  7342    0.13747E+00    0.18552E-02    0.11528E-02   -0.23498E-02
  7343    0.13706E+00    0.18543E-02    0.11523E-02   -0.23532E-02
  7344    0.13665E+00    0.18534E-02    0.11517E-02   -0.23567E-02
  7345    0.13622E+00    0.18525E-02    0.11512E-02   -0.23602E-02
  7346    0.13580E+00    0.18516E-02    0.11506E-02   -0.23638E-02
  7347    0.13537E+00    0.18507E-02    0.11500E-02   -0.23674E-02
  7348    0.13495E+00    0.18498E-02    0.11495E-02   -0.23710E-02
  7349    0.13453E+00    0.18489E-02    0.11489E-02   -0.23745E-02
  7350    0.13413E+00    0.18480E-02    0.11484E-02   -0.23778E-02
  7351    0.13373E+00    0.18471E-02    0.11478E-02   -0.23809E-02
  7352    0.13336E+00    0.18462E-02    0.11473E-02   -0.23838E-02
  7353    0.13300E+00    0.18453E-02    0.11467E-02   -0.23865E-02
  7354    0.13267E+00    0.18444E-02    0.11462E-02   -0.23889E-02
  7355    0.13236E+00    0.18434E-02    0.11456E-02   -0.23909E-02
  7356    0.13207E+00    0.18425E-02    0.11451E-02   -0.23926E-02
  7357    0.13182E+00    0.18416E-02    0.11445E-02   -0.23938E-02
  7358    0.13159E+00    0.18406E-02    0.11440E-02   -0.23947E-02
  7359    0.13140E+00    0.18397E-02    0.11434E-02   -0.23951E-02
  7360    0.13124E+00    0.18387E-02    0.11429E-02   -0.23951E-02
  7361    0.13111E+00    0.18377E-02    0.11424E-02   -0.23947E-02
  7362    0.13102E+00    0.18367E-02    0.11418E-02   -0.23938E-02
  7363    0.13096E+00    0.18358E-02    0.11413E-02   -0.23924E-02
  7364    0.13094E+00    0.18348E-02    0.11407E-02   -0.23905E-02
  7365    0.13095E+00    0.18338E-02    0.11402E-02   -0.23882E-02
  7366    0.13099E+00    0.18327E-02    0.11397E-02   -0.23854E-02
  7367    0.13107E+00    0.18317E-02    0.11391E-02   -0.23823E-02
  7368    0.13118E+00    0.18307E-02    0.11386E-02   -0.23787E-02
  7369    0.13131E+00    0.18297E-02    0.11381E-02   -0.23747E-02
  7370    0.13148E+00    0.18286E-02    0.11375E-02   -0.23703E-02
  7371    0.13166E+00    0.18276E-02    0.11370E-02   -0.23656E-02
  7372    0.13188E+00    0.18265E-02    0.11365E-02   -0.23606E-02
  7373    0.13211E+00    0.18254E-02    0.11359E-02   -0.23554E-02
  7374    0.13236E+00    0.18244E-02    0.11354E-02   -0.23499E-02
  7375    0.13262E+00    0.18233E-02    0.11349E-02   -0.23442E-02
  7376    0.13289E+00    0.18223E-02    0.11343E-02   -0.23384E-02
  7377    0.13317E+00    0.18212E-02    0.11338E-02   -0.23325E-02
  7378    0.13346E+00    0.18201E-02    0.11333E-02   -0.23265E-02
  7379    0.13375E+00    0.18190E-02    0.11328E-02   -0.23205E-02
  7380    0.13403E+00    0.18180E-02    0.11322E-02   -0.23146E-02
  7381    0.13431E+00    0.18169E-02    0.11317E-02   -0.23087E-02
  7382    0.13459E+00    0.18158E-02    0.11312E-02   -0.23030E-02
  7383    0.13485E+00    0.18148E-02    0.11307E-02   -0.22974E-02
  7384    0.13509E+00    0.18137E-02    0.11301E-02   -0.22920E-02
  7385    0.13532E+00    0.18127E-02    0.11296E-02   -0.22869E-02
  7386    0.13553E+00    0.18116E-02    0.11291E-02   -0.22820E-02
  7387    0.13571E+00    0.18106E-02    0.11286E-02   -0.22775E-02
  7388    0.13587E+00    0.18096E-02    0.11280E-02   -0.22733E-02
  7389    0.13601E+00    0.18085E-02    0.11275E-02   -0.22695E-02
  7390    0.13611E+00    0.18075E-02    0.11270E-02   -0.22661E-02
  7391    0.13618E+00    0.18065E-02    0.11264E-02   -0.22631E-02
  7392    0.13622E+00    0.18055E-02    0.11259E-02   -0.22606E-02
  7393    0.13623E+00    0.18045E-02    0.11254E-02   -0.22585E-02
  7394    0.13620E+00    0.18036E-02    0.11248E-02   -0.22568E-02
  7395    0.13614E+00    0.18026E-02    0.11243E-02   -0.22556E-02
  7396    0.13605E+00    0.18016E-02    0.11238E-02   -0.22549E-02
  7397    0.13592E+00    0.18007E-02    0.11232E-02   -0.22546E-02
  7398    0.13576E+00    0.17997E-02    0.11227E-02   -0.22548E-02
  7399    0.13556E+00    0.17988E-02    0.11222E-02   -0.22554E-02
  7400    0.13534E+00    0.17979E-02    0.11216E-02   -0.22565E-02
  7401    0.13508E+00    0.17970E-02    0.11211E-02   -0.22579E-02
  7402    0.13480E+00    0.17961E-02    0.11206E-02   -0.22597E-02
  7403    0.13449E+00    0.17952E-02    0.11200E-02   -0.22618E-02
  7404    0.13416E+00    0.17943E-02    0.11195E-02   -0.22643E-02
  7405    0.13381E+00    0.17934E-02    0.11190E-02   -0.22670E-02
  7406    0.13344E+00    0.17925E-02    0.11184E-02   -0.22700E-02
  7407    0.13306E+00    0.17916E-02    0.11179E-02   -0.22731E-02
  7408    0.13266E+00    0.17908E-02    0.11173E-02   -0.22764E-02
  7409    0.13225E+00    0.17899E-02    0.11168E-02   -0.22799E-02
  7410    0.13184E+00    0.17890E-02    0.11163E-02   -0.22834E-02
  7411    0.13143E+00    0.17881E-02    0.11157E-02   -0.22869E-02
  7412    0.13101E+00    0.17873E-02    0.11152E-02   -0.22904E-02
  7413    0.13060E+00    0.17864E-02    0.11146E-02   -0.22939E-02
  7414    0.13020E+00    0.17855E-02    0.11141E-02   -0.22972E-02
  7415    0.12980E+00    0.17846E-02    0.11136E-02   -0.23004E-02
  7416    0.12942E+00    0.17838E-02    0.11130E-02   -0.23034E-02
  7417    0.12906E+00    0.17829E-02    0.11125E-02   -0.23062E-02
  7418    0.12871E+00    0.17820E-02    0.11120E-02   -0.23087E-02
  7419    0.12839E+00    0.17811E-02    0.11114E-02   -0.23109E-02
  7420    0.12809E+00    0.17802E-02    0.11109E-02   -0.23128E-02
  7421    0.12781E+00    0.17793E-02    0.11104E-02   -0.23143E-02
  7422    0.12757E+00    0.17784E-02    0.11098E-02   -0.23155E-02
  7423    0.12735E+00    0.17775E-02    0.11093E-02   -0.23162E-02
  7424    0.12717E+00    0.17765E-02    0.11088E-02   -0.23165E-02
  7425    0.12701E+00    0.17756E-02    0.11082E-02   -0.23163E-02
  7426    0.12689E+00    0.17747E-02    0.11077E-02   -0.23157E-02
  7427    0.12681E+00    0.17737E-02    0.11072E-02   -0.23147E-02
  7428    0.12675E+00    0.17727E-02    0.11067E-02   -0.23132E-02
  7429    0.12673E+00    0.17718E-02    0.11061E-02   -0.23113E-02
  7430    0.12675E+00    0.17708E-02    0.11056E-02   -0.23089E-02
  7431    0.12679E+00    0.17698E-02    0.11051E-02   -0.23061E-02
  7432    0.12687E+00    0.17688E-02    0.11046E-02   -0.23028E-02
  7433    0.12697E+00    0.17678E-02    0.11041E-02   -0.22992E-02
  7434    0.12711E+00    0.17668E-02    0.11035E-02   -0.22952E-02
  7435    0.12726E+00    0.17658E-02    0.11030E-02   -0.22909E-02
  7436    0.12745E+00    0.17648E-02    0.11025E-02   -0.22862E-02
  7437    0.12765E+00    0.17638E-02    0.11020E-02   -0.22813E-02
  7438    0.12787E+00    0.17627E-02    0.11015E-02   -0.22761E-02
  7439    0.12811E+00    0.17617E-02    0.11010E-02   -0.22707E-02
  7440    0.12837E+00    0.17607E-02    0.11004E-02   -0.22652E-02
  7441    0.12863E+00    0.17596E-02    0.10999E-02   -0.22595E-02
  7442    0.12890E+00    0.17586E-02    0.10994E-02   -0.22537E-02
  7443    0.12917E+00    0.17576E-02    0.10989E-02   -0.22479E-02
  7444    0.12945E+00    0.17565E-02    0.10984E-02   -0.22421E-02
  7445    0.12972E+00    0.17555E-02    0.10979E-02   -0.22364E-02
  7446    0.12999E+00    0.17545E-02    0.10974E-02   -0.22307E-02
  7447    0.13025E+00    0.17534E-02    0.10969E-02   -0.22252E-02
  7448    0.13049E+00    0.17524E-02    0.10963E-02   -0.22199E-02
  7449    0.13072E+00    0.17514E-02    0.10958E-02   -0.22147E-02
  7450    0.13094E+00    0.17504E-02    0.10953E-02   -0.22099E-02
  7451    0.13113E+00    0.17494E-02    0.10948E-02   -0.22053E-02
  7452    0.13130E+00    0.17484E-02    0.10943E-02   -0.22010E-02
  7453    0.13145E+00    0.17474E-02    0.10938E-02   -0.21971E-02
  7454    0.13157E+00    0.17464E-02    0.10933E-02   -0.21935E-02
  7455    0.13167E+00    0.17454E-02    0.10928E-02   -0.21903E-02
  7456    0.13173E+00    0.17444E-02    0.10922E-02   -0.21876E-02
  7457    0.13176E+00    0.17435E-02    0.10917E-02   -0.21852E-02
  7458    0.13176E+00    0.17425E-02    0.10912E-02   -0.21834E-02
  7459    0.13173E+00    0.17416E-02    0.10907E-02   -0.21819E-02
  7460    0.13167E+00    0.17406E-02    0.10902E-02   -0.21809E-02
  7461    0.13157E+00    0.17397E-02    0.10897E-02   -0.21803E-02
  7462    0.13145E+00    0.17388E-02    0.10891E-02   -0.21802E-02
  7463    0.13129E+00    0.17379E-02    0.10886E-02   -0.21805E-02
  7464    0.13110E+00    0.17370E-02    0.10881E-02   -0.21812E-02
  7465    0.13088E+00    0.17361E-02    0.10876E-02   -0.21823E-02
  7466    0.13063E+00    0.17352E-02    0.10871E-02   -0.21837E-02
  7467    0.13036E+00    0.17343E-02    0.10865E-02   -0.21855E-02
  7468    0.13007E+00    0.17335E-02    0.10860E-02   -0.21876E-02
  7469    0.12975E+00    0.17326E-02    0.10855E-02   -0.21900E-02
  7470    0.12942E+00    0.17317E-02    0.10850E-02   -0.21927E-02
  7471    0.12907E+00    0.17309E-02    0.10845E-02   -0.21955E-02
  7472    0.12870E+00    0.17300E-02    0.10839E-02   -0.21986E-02
  7473    0.12832E+00    0.17292E-02    0.10834E-02   -0.22017E-02
  7474    0.12794E+00    0.17283E-02    0.10829E-02   -0.22050E-02
  7475    0.12755E+00    0.17275E-02    0.10824E-02   -0.22083E-02
  7476    0.12716E+00    0.17267E-02    0.10818E-02   -0.22116E-02
  7477    0.12677E+00    0.17258E-02    0.10813E-02   -0.22148E-02
  7478    0.12639E+00    0.17250E-02    0.10808E-02   -0.22180E-02
  7479    0.12601E+00    0.17241E-02    0.10803E-02   -0.22211E-02
  7480    0.12565E+00    0.17233E-02    0.10798E-02   -0.22240E-02
  7481    0.12529E+00    0.17224E-02    0.10792E-02   -0.22267E-02
  7482    0.12496E+00    0.17215E-02    0.10787E-02   -0.22291E-02
  7483    0.12464E+00    0.17207E-02    0.10782E-02   -0.22313E-02
  7484    0.12434E+00    0.17198E-02    0.10777E-02   -0.22332E-02
  7485    0.12407E+00    0.17189E-02    0.10772E-02   -0.22348E-02
  7486    0.12382E+00    0.17181E-02    0.10766E-02   -0.22360E-02
  7487    0.12360E+00    0.17172E-02    0.10761E-02   -0.22368E-02
  7488    0.12340E+00    0.17163E-02    0.10756E-02   -0.22373E-02
  7489    0.12324E+00    0.17154E-02    0.10751E-02   -0.22373E-02
  7490    0.12310E+00    0.17144E-02    0.10746E-02   -0.22369E-02
  7491    0.12300E+00    0.17135E-02    0.10741E-02   -0.22361E-02
  7492    0.12293E+00    0.17126E-02    0.10736E-02   -0.22348E-02
  7493    0.12289E+00    0.17117E-02    0.10731E-02   -0.22331E-02
  7494    0.12288E+00    0.17107E-02    0.10725E-02   -0.22310E-02
  7495    0.12290E+00    0.17098E-02    0.10720E-02   -0.22285E-02
  7496    0.12295E+00    0.17088E-02    0.10715E-02   -0.22256E-02
  7497    0.12303E+00    0.17078E-02    0.10710E-02   -0.22223E-02
  7498    0.12313E+00    0.17069E-02    0.10705E-02   -0.22186E-02
  7499    0.12326E+00    0.17059E-02    0.10700E-02   -0.22146E-02
  7500    0.12341E+00    0.17049E-02    0.10695E-02   -0.22103E-02
  7501    0.12359E+00    0.17039E-02    0.10690E-02   -0.22057E-02
  7502    0.12378E+00    0.17029E-02    0.10685E-02   -0.22009E-02
  7503    0.12399E+00    0.17019E-02    0.10680E-02   -0.21959E-02
  7504    0.12422E+00    0.17009E-02    0.10675E-02   -0.21907E-02
  7505    0.12445E+00    0.16999E-02    0.10670E-02   -0.21853E-02
  7506    0.12469E+00    0.16989E-02    0.10665E-02   -0.21799E-02
  7507    0.12494E+00    0.16979E-02    0.10660E-02   -0.21744E-02
  7508    0.12519E+00    0.16969E-02    0.10655E-02   -0.21689E-02
  7509    0.12544E+00    0.16959E-02    0.10650E-02   -0.21634E-02
  7510    0.12569E+00    0.16949E-02    0.10645E-02   -0.21580E-02
  7511    0.12593E+00    0.16939E-02    0.10640E-02   -0.21528E-02
  7512    0.12615E+00    0.16929E-02    0.10635E-02   -0.21476E-02
  7513    0.12637E+00    0.16919E-02    0.10630E-02   -0.21427E-02
  7514    0.12657E+00    0.16910E-02    0.10625E-02   -0.21380E-02
  7515    0.12676E+00    0.16900E-02    0.10620E-02   -0.21335E-02
  7516    0.12693E+00    0.16890E-02    0.10615E-02   -0.21293E-02
  7517    0.12707E+00    0.16880E-02    0.10610E-02   -0.21255E-02
  7518    0.12719E+00    0.16871E-02    0.10605E-02   -0.21220E-02
  7519    0.12728E+00    0.16861E-02    0.10600E-02   -0.21188E-02
  7520    0.12735E+00    0.16852E-02    0.10595E-02   -0.21160E-02
  7521    0.12739E+00    0.16843E-02    0.10590E-02   -0.21137E-02
  7522    0.12740E+00    0.16833E-02    0.10585E-02   -0.21117E-02
  7523    0.12739E+00    0.16824E-02    0.10580E-02   -0.21102E-02
  7524    0.12734E+00    0.16815E-02    0.10575E-02   -0.21090E-02
  7525    0.12726E+00    0.16806E-02    0.10570E-02   -0.21083E-02
  7526    0.12715E+00    0.16797E-02    0.10565E-02   -0.21080E-02
  7527    0.12702E+00    0.16789E-02    0.10560E-02   -0.21081E-02
